Comment,Mn,Zr,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Pb,Th,U,P,La,Ce,Pr,Nd,Sr,Y,Lu
MARf_17,1062,0.512,352,12.24,339,48.7,310.1,62.1,163,20.89,112.3,18.66,26.6,13.45,191500,1304,3103,370,1636,139.6,1811,13.87
MARf_18,2347,0.596,300,19.47,252,31.3,190.1,41.2,122.4,17.56,120.4,17.58,73.3,51,205600,2940,5210,489,1817,100.3,1325,19.61
MARf_19,1810,0.271,114.4,11.68,88.8,10.58,60.7,12.49,35.22,4.95,34.5,12.59,35.9,21.2,181700,2430,3415,274.6,913,135.4,410,6.61
MARvf_1,693.3,10.15,237.1,32.58,204.9,26.01,148.3,26.93,68,8.31,44.6,8.881,11.91,2.758,67000,808,1976,253.8,1177,866,759,5.83
MARvf_2,864,8.11,162.3,28.3,144.6,17.35,100.4,18.66,45.97,5.39,29.39,11.3,8.44,2.005,65860,449.9,1152,155,749,1035,492.6,3.82
MARvf_3,1582,0.79,156.8,14.56,128.7,14.79,85.7,17.17,46.7,6.45,44.9,56.2,60.2,44.6,65400,3007,4140,344.7,1172,151.4,528,8.56
MARvf_4,701,17.3,108.6,23.63,82.1,9.33,50.3,8.48,20,2.414,12.64,37.9,6.82,1.811,69500,365,946,122.7,568,1190,223.6,1.704
MARvf_5,662,9.59,238.2,37.9,223.3,27.88,167.2,30.98,77.9,9.33,52.3,10.16,8.08,2.062,71000,666,1748,226.7,1080,791,796,6.68
MARvf_6,1151,8.35,221.2,33.53,185.3,24.38,140.4,26.44,66.2,8.29,46.9,23.22,5.84,1.823,58200,730,1848,236.2,1088,749,759,6.07
MARvf_7,643.1,57.1,130,21.53,120.3,15.6,89.4,16.67,42.2,5.31,28.7,23.76,7.53,1.73,63900,383,951,128.7,616,912,471,3.76
MARvf_8,1920,12.3,165.5,25.77,147.1,19.4,110.8,20.9,53.9,6.69,37.3,22.69,5.78,1.45,65400,517,1304,170,777,630,556,5.07
MARvf_9,583,12.9,140.8,26.24,119.2,14.11,80,14.86,35.35,4.1,22.66,6.89,9.06,2.278,72500,414.8,1050,138.2,664,1125,374.6,2.913
MARvf_10,888,54,235.6,29.26,207.4,26.9,156.1,29.74,76,9.27,50.4,34.24,17.68,3.02,71640,788,2020,261.8,1192,557,797,6.73
MARvf_11,662,22,345.9,39.3,293.9,38.5,216.3,40.9,104.9,13.11,73.2,7.56,13.15,3.85,75400,1145,2872,378,1762,637,1142,9.74
MARvf_12,760,9.53,365,47.8,308,39.3,228.8,42.1,109.3,13.45,74.7,14.46,34.7,5.62,70300,1182,3000,390,1815,776,1140,9.72
MARvf_13,576,6.53,276.9,39.02,240.2,30.27,175.1,32.85,81.7,9.97,55.3,23.39,14.82,4.33,56300,847,2207,290.8,1371,760,868,7.16
MARvf_14,693,9.8,349,19.04,298.9,39.55,229.4,42.84,110.1,13.23,76.2,26.8,5.26,1.164,69500,1408,3241,410.1,1722,355.4,1266,10.03
MARvf_15,607,7.57,127.3,25.5,113.9,14.97,80.9,15.41,38.9,4.45,24.6,14.15,4.48,1.214,68700,325.5,826,117.5,566,1216,392.8,3.12
MARvf_16,709,9.39,129.7,25.64,93,10.39,53.7,9.03,20.88,2.5,13.04,7.22,10.7,2.384,63200,492.3,1273,159,706,1144,236.9,1.656
MARvf_17,873,10.9,150.4,28,139.2,16.59,95,17.58,44,5.11,28.2,45,8.04,1.988,64000,440,1131,149.5,708,1140,471,3.72
MARvf_18,674,31600,208.6,32.8,194.5,25.2,157.1,34.9,110.9,17.5,142,18.57,62.4,57.1,64500,637,1654,217.1,1026,912,961,24.1
MARvf_19,1650,28.6,208.6,21.42,185.8,24.38,139.8,26.1,65.4,7.84,44.6,171,5.97,1.85,56200,804,1859,230.4,1009,1350,716,5.72
MARvf_20,609,67,219,27.54,187.9,22.77,129.3,23.84,57.1,6.61,36.5,81,26.5,5.83,71400,759,1871,241.9,1095,860,650,4.65
MARvf_21,830.6,6.57,399.9,15,332.9,41.76,240.1,44.52,114.2,14.09,79.5,29.8,9.89,1.553,60290,1771,4306,521,2154,307.6,1323,10.3
MARvf_22,845,13.9,203.7,28.89,172.9,21.91,124.1,23.47,59.6,7.17,41.25,13.98,11.7,2.467,68900,653,1660,216.8,993,846,631.8,5.48
MARvf_23,660,10.2,187.3,24.08,166.4,21.98,128.9,23.66,61.5,7.52,42.44,125.5,14.47,5.01,65600,616,1532,197.4,891,782,657,5.61
MARvf_24,829,6.37,293.7,24.32,236.4,31.24,185,34.1,86.8,11.09,64.2,11.3,8.52,1.938,74700,1163,2756,343.8,1468,535,1022,8.32
MARvf_25,1327,0.67,80,9.4,70.2,8.37,49.4,10.59,31.64,4.46,30.6,42.64,29.3,22.04,59370,2709,2814,191.2,604,137.2,339.9,5.96
MARvf_26,703,14.14,229.5,36.22,206.1,26.01,143.6,26.81,66.7,7.92,45.3,7.602,13.53,3.151,73300,724,1783,231.3,1118,1001,711,5.54
MARvf_27,1040,155,177.4,27.5,155.3,19.31,107.9,20.31,50.9,6.06,35.8,178.7,9.81,6.3,61700,554,1346,179.7,828,1364,559,4.6
MARvf_28,1950,67,239.2,31.24,208.4,26.51,151.2,28.71,72.7,8.7,50.1,55.92,14.15,2.99,58600,736,1977,253.8,1184,1096,757,6.55
MARvf_29,1050,61,382.7,43.4,319,41,237.6,44.4,114.5,13.33,75.5,19.98,28.1,4.51,65200,1216,3235,430,1962,702,1162,9.56
MARvf_30,786,32,340.6,22.35,284,37.86,215.8,40.66,102.7,12.89,70.4,11.46,13.98,2.114,59300,1243,3113,391.1,1679,400,1175,9.19
MARvf_31,303.5,0.7,159.2,24.26,156.2,21.4,124.3,23.71,61.5,7.67,45.2,10.78,11.71,4.49,62100,441,1120,144.1,675,235.9,650,6.17
MARvf_32,691,14,93.6,21.44,73.1,8.35,42.2,7.14,16.58,1.76,8.78,54.85,6.19,1.362,54800,275.1,728,100.3,463.5,1286,178,1.227
MARvf_33,818,18.5,220.5,32.68,192.8,23.97,137.8,25.04,64.9,7.64,42.39,72.4,13.84,2.728,58750,681,1732,226.4,1060,1594,678,5.39
MARvf_34,456.7,11.93,161,32.31,137.8,16.52,92.4,16.49,40.3,4.87,27.48,22.54,7.41,1.801,67500,545,1345,175.6,797,1541,461,3.52
MARvf_35,1282,3.28,44.6,8.42,39,4.28,24.3,4.84,13.02,1.54,9.91,6.28,7.98,1.938,76000,666,1004,84.2,313,427,132.1,1.607
MARvf_36,2823,0.582,288.6,31.59,212.7,26.18,142.3,26.03,65.5,8.06,43.2,10.103,10.57,2.801,76000,1373,3329,390.4,1669,613,685,5.57
MARvf_37,842,9.81,102.5,17.07,95.9,11.62,71.8,12.7,33.7,4.37,26.5,29.55,6.68,1.589,55100,306,764,104,475,920,373,3.17
MARvf_38,1483,2.84,149.9,12.78,136,16.35,93.3,19.07,51.7,6.7,40.9,58.4,19.97,7.79,69600,2208,2978,252.9,923,155.4,526,6.94
MARvf_39,1203,0.199,286.3,29.7,243.4,35.12,212,39.6,102.3,13.06,73.6,56.1,10.57,5.13,70000,1204,2713,323,1352,358.8,990,9.07
MARvf_40,2220,19.2,206.4,32.53,213.9,31.27,190.8,34.16,85.1,10.01,53.7,5.363,9.9,1.908,61820,344.5,977,145.8,754,509,910,6.34
MARvf_41,1670,1.25,226.1,19.87,200.5,26.15,155.7,31.24,89.8,12.07,78.9,14.21,20.07,8.17,65600,1761,3262,334.1,1318,129.9,961,12.38
MARvf_42,2146,39,410,28.1,372,49.2,283,54.4,142.3,17.03,94.4,12.24,31.2,6.97,76300,2650,4570,501,2090,128.9,1378,13.83
MARvf_43,984,256,237.3,23.35,192.5,24.94,147.6,26.78,69.9,8.85,53.7,549.9,20.1,5.38,59600,906,2176,275.6,1188,531,779,6.79
MARvf_44,2125,8.46,177.3,19.55,180.5,27.06,174.9,33.9,92.6,12.4,72.6,235,1.93,5.81,47500,271,886,140.3,680,954,884,9.47
MARvf_45,2255,12.48,455.2,33.02,402.7,55.9,325.4,61.8,163.8,20.42,116.4,27.45,27.9,6.87,69600,1043,2957,416.9,2016,185,1795,14.51
MARvf_46,1136,2.77,286.1,27.49,217.9,26.29,142.2,25.87,63.3,7.73,43.1,44.5,36.9,7.47,58300,1393,3474,405.4,1665,501.2,712,5.4
MARvf_47,3300,5.4,162.7,55.2,225.1,39.1,232.8,38.5,85.6,9.87,54.6,33.26,5.4,13,75100,87.3,322,56.2,334,313,863,5.98
MARvf_48,915,5.8,169.3,27.34,148.2,18.63,106.5,20.25,50.2,5.91,35.4,7.511,7.1,1.678,78000,545,1416,181.9,835,873,551,4.59
MARvf_49,1555,5.28,582,52.4,482,63,360,67.9,174.6,20.85,113.5,16.7,57.3,8.13,73400,2248,5760,750,3146,460,1777,14.16
MARvf_50,853,25.9,273.2,35.87,232.5,28.99,169.1,30.93,79.8,9.61,55.4,13.59,10.73,2.168,72300,884,2300,293.7,1363,721,840,7.25
MARvf_51,1563,0.24,78.4,9.22,67.5,8.39,50.5,10.56,30.8,4.25,28.86,13.08,37.9,24.95,78200,2180,2500,175.8,594,147.2,330,5.2
PALf_1,737,0.41,67.2,18.5,71.5,9.17,58.4,12.1,36.7,5.33,37.4,11.29,6.39,7.08,401000,134.1,383,57.5,274,513,391,6.46
PALf_2,558,0.14,281,43.4,279,38.2,234,45.4,123.6,16.11,92.4,12.15,0.184,5.25,409000,234,1103,195.5,1102,324.3,1273,12.52
PALf_3,806,2.97,752,117.2,698,93.4,560,103.8,269.9,34.56,205,10.687,31,28.19,407000,958,3449,577,3100,316.5,2663,26.84
PALf_4,548,1.05,362.3,48.3,361.8,50.4,317.7,60.6,165.5,21.97,132.6,6.566,15.71,7.77,408000,380.8,1328,219.9,1254,319.7,1664,18.56
PALf_5,349.6,0.405,36.7,10.27,37.2,4.64,29.4,6.29,19.18,2.74,18.9,22.46,9.51,11.7,397900,110.2,299,40.1,184.2,443,192.1,3.55
PALf_6,557,8.65,410.7,86.1,349,41.1,226,41.79,106.9,13.36,77.7,18.13,181,58.7,409000,2482,4940,541,2306,364.4,1064,11.56
PALf_7,443,0.281,375,42.16,205,20.66,107.7,18.09,44.9,5.63,30.3,42.35,67.7,37.43,335500,2517,5650,654,2653,4044,510,3.95
PALf_8,419,2.65,543,94.1,467,62.4,375.2,74,196.7,27.73,176.1,11.248,42.5,13.19,409000,1307,3940,536,2539,407.9,1969,25.79
PALf_9,432,2.41,751,122.8,699,98.7,615,113.2,303.1,41.7,256.9,15.47,39.3,59,410000,618,2703,488,2747,261.8,3040,34.92
PALf_10,179.2,0.8,45.6,10.72,68.3,10.88,76.6,17.05,53.2,7.56,50.2,6.349,10.17,7.77,427000,34.2,110,22.03,126.6,333.4,497,8.36
PALf_11,539,0.231,14.17,3.31,17.55,2.416,15.96,3.34,9.69,1.272,8.66,7.313,0.128,1.057,401000,17.6,46.4,7.57,44.9,258.7,98.2,1.511
PALf_12,474,2.7,297.3,62,267,35.2,216.9,42.9,120.6,16.82,106.3,15.607,134.1,63.5,412000,1011,2697,341.3,1524,321.2,1208,17.23
PALf_13,497,0.1,14.1,6.9,30.6,7.13,62.9,16.8,59.8,9.54,67,6.917,0.0058,2.09,445000,1.32,6.66,2.11,19.3,270,516,11.27
PALf_14,439,0.212,197.6,26.3,205.9,30.2,195,37.7,110.6,15.45,94.2,7.745,6.98,13.37,415000,136.4,534,104.8,625,269.2,1126,13.47
PALf_15,518,2.95,607,100.5,510,68.3,411,76.8,205.6,27.03,162.5,10.285,53.8,29.28,422000,1381,4110,608,2953,364.3,2123,23.09
PALf_16,492,0.028,23.2,7.83,25,3.43,21.4,4.64,12.66,1.79,11.84,5.715,0.299,1.113,414000,52.8,115.1,16.7,87.1,265.1,140.3,2.197
PALf_17,533,0.066,278,13.89,262.1,34.7,208.8,40,106.1,13.31,77.2,12.379,23.25,36.45,430000,605,1892,262.7,1264,232.5,1071,10.38
PALf_18,528,0.545,265.1,20.04,248.7,34.1,205,39.4,105.4,13.64,76.5,13.162,18.4,7.57,379000,1106,2452,294.6,1337,182.7,1138,11.01
PALf_19,201.7,0.192,90.6,18.39,89.8,10.34,56.1,9.31,21.08,2.29,10.95,5.497,1.082,0.522,432600,155,415.6,67.4,375.8,419.5,259.3,1.422
PALf_20,530,2.22,622,70.8,554,72.1,414,76.5,202.1,25.38,149.7,10.272,36.6,13.55,429000,1524,4440,637,3002,395.4,2030,19.95
PALf_21,808,2.12,715,149.5,634,84.6,495,92.3,244.8,32.2,195.5,14.546,60.6,28.25,445000,1432,4390,623,3125,376.2,2600,26.77
PALf_22,733,2.69,752,57.6,611,80.6,476.6,86.9,226,28.65,164,23.813,38.9,14.18,418000,2991,7070,921,3993,312.9,2367,20.98
PALf_23,346,1.14,408,85.1,380,53.1,315,58.4,150.2,18.63,108.7,8.68,6.29,5.69,444000,407,1640,274,1502,336,1583,14.72
PALf_24,396.3,0.75,372.4,53.1,341.1,44.44,260.5,46.95,121.7,15.46,89.6,7.275,6.68,9.03,451000,445.4,1813,290.5,1555,336.8,1291,12.49
PALf_25,505,1.81,703,124.2,590,78.7,461,86.9,227.6,30.45,185.4,11.303,53.9,14.33,451000,2780,6330,802,3470,338.4,2393,25.13
PALf_26,546,3.86,1895,75.7,1939,288.5,1804,326,870,113.6,686,57.52,99.8,79.2,439000,3390,9150,1375,6850,104,8950,84.5
PALf_27,908,1.68,1340,96.9,1217,177.8,1105,206,526,59.3,293.3,16.41,2.58,4.171,399000,2776,9060,1316,5810,113.3,5520,33.72
PALf_28,684,2.05,631,76.2,546,70.5,418,76.7,201.7,26.34,154.3,13.045,31.3,31.44,455000,1458,4380,602,2874,337,2046,20.17
PALf_29,852,3.04,636,117.5,532,68.8,398,73.5,188.1,24.81,151.4,36.42,59.2,23.22,412000,1394,4350,608,2949,486,1962,20.9
PALvf_1,268,2.24,659,99.5,615,85,497,91.3,233.1,28.35,159.4,73.9,12.68,5.83,49890,588,2538,446.3,2582,371,2317,20.97
PALvf_2,597,1.51,246.2,59,256.3,34.58,217,45.9,136.6,19.04,129.2,21.38,36.5,46.2,60400,503,1451,208.1,1051,278.5,1325,21.44
PALvf_3,501.5,0.242,290.7,22.8,253.4,34.5,208.1,41.12,114.6,15.26,94.8,11.31,10.77,28.83,60900,417,1719,272.2,1375,316,1160,13.35
PALvf_4,810,0.23,195,17.88,375,69.3,528,116.4,376,60.3,375,7.63,10.77,13.29,69900,16.72,91.8,26.4,249,239,3490,47.7
PALvf_5,593,0.63,177,44.5,187.1,26.3,164.9,34.5,99.6,13.66,93.6,7.75,13.06,20.35,51700,234.3,688,112.2,622,314.6,1010,14.89
PALvf_6,681,0.87,263,42.3,296,43,270,56.9,164.1,22.85,155.4,9.46,17.02,14.2,64300,162.6,627,121.1,768,277,1692,23.49
PALvf_7,407,0.94,348,47.1,287,36.9,228,43.1,123.9,17.5,109.5,29.14,194,162.9,65300,1159,3410,452,1873,256.1,1274,16.55
PALvf_8,549,0.75,261.8,30.3,273.1,41.1,266.5,53.1,153,21.44,138.4,19.04,16.59,31.5,53700,184.3,656,123.3,790,225.6,1513,19.87
PALvf_9,552,0.76,352,48.3,384,58,382,75,209.6,29.9,192.4,18.13,33.7,83.9,64700,288,1015,183.3,1108,269,2160,28.3
PALvf_10,919,0.262,175.8,18.2,408,81.1,600,131,405,64.2,438,8.66,8.66,11.97,63700,11.81,59.6,16.8,175,236.7,4060,61.7
PALvf_11,640,1.79,683,69.6,632,84.2,496.6,91.7,236.4,30.17,174.3,23.32,10.27,5.97,57000,1274,3873,579.5,2970,524,2366,23.65
PALvf_12,435,1.1,254,31.3,240,31.4,207,42.4,128.5,18.8,124,31.48,106,188,60400,759,2020,256,1151,230.1,1235,19.9
PALvf_13,530,1,175.1,40.7,162,21.2,133.8,28.6,81.4,11.47,71.4,9.894,20.3,28.6,62700,501,1427,192,859,329.8,828,12.58
PALvf_14,721,0.579,156.2,15.89,142.4,17.59,104.8,21.21,59.9,8.09,50.5,12.22,15.5,6.46,59200,789,1857,206.7,867,181.5,562,7.59
PALvf_15,354.5,0.58,302,44.1,323,46.5,300,61.6,174.3,24.77,158.1,36.56,25.7,68.3,57100,232.5,850,156.3,961,262.2,1748,23.74
PALvf_16,522,2.56,656,93.8,608,80.3,460,84.7,212.2,26.18,142.7,14.01,62.8,23.5,62500,1260,3840,578,2910,348,2202,19.07
PALvf_17,614,0.857,230,46.9,244,34.7,222.6,46,136.8,20.36,140.6,13.48,22.06,27.6,59800,362,1096,162.5,853,248.3,1379,23.28
PALvf_18,512,0.94,459,43.3,423,57.1,349,70.1,201.5,29,194.8,18.01,32.6,62.5,61000,798,2820,422,2119,339.1,1902,29.88
PALvf_19,479,3.22,276.9,67.8,237.2,31.1,198.3,42.9,132.6,19.69,142,36.53,375,205.1,62800,1771,3934,411,1618,287.5,1276,25.3
PALvf_20,309.1,1.18,349.1,22.92,348.3,47.24,288.3,56.7,151.1,19.57,112.7,17.03,13.11,22.6,58300,436.7,1527,254.8,1409,310.2,1463,15.86
PALvf_21,320,3200,12.89,2.04,18.48,2.8,18.26,4.15,12.56,1.85,12.9,14.05,0.4,2.39,58900,6.63,7.46,4.06,27.9,571,114.9,2.47
PALvf_22,282,3.85,679,112,658,85.2,468,80.6,200,24.09,142.6,51.9,20.07,9.73,53000,660,2430,441,2590,1110,1942,19.56
PALvf_23,577,1.09,351,57.4,416,63.5,416,86.1,248.3,35.7,228.4,14.11,30.4,43.6,58300,162.9,613,131.6,866,266.5,2478,34.2
PALvf_24,0.68,0.31,366,80.8,333,35.5,178.8,27.5,50,3.67,13.35,22.41,8.76,275,56700,824,2567,329,1768,1800,715,1.44
PALvf_25,434,0.94,144.8,28.72,132.7,17.75,113,24.5,73.1,11.34,83.9,19.13,86.7,36.2,57100,833,1830,196.8,809,230,762,16.06
PALvf_26,434.1,0.48,299,35.4,270,38.2,244,49.2,145.3,21,141.1,25.4,27.7,90.5,56600,701,2226,307.3,1440,278.4,1431,21.4
PALvf_27,617,0.615,421,54.4,415,56.4,341,64.8,170.8,22.88,135.3,9.82,6.9,8.62,63100,265.9,1282,249.7,1500,355.4,1739,18.7
PALvf_28,476,2.42,627,140.3,635,92.4,557,102.3,267.1,35.3,211.2,10.31,18.09,25.38,62100,374,1725,332,1973,370,2790,29.12
PALvf_29,387,3.8,401,69.8,367,48,290,57,159.9,21.74,135.7,41.01,339,268,60000,1601,3700,440,1943,225.4,1592,20.85
PALvf_30,390,0.4,115.9,21.5,111.7,13.26,70.6,11.92,28.18,2.99,15.08,17.81,0.078,0.1357,59600,173.9,527,88.4,506,662,332,2.079
PALvf_31,610,0.638,138.3,25.3,177.2,26.48,177.4,36.1,106.2,14.73,94.7,13.16,5.18,3.21,59100,107,343,58.8,367,278.2,999,13.98
PALvf_32,599,1.04,402,52.7,358,47.5,274,52,140.7,18.92,116.1,21.26,20.6,10,54500,986,2770,395,1920,358.5,1462,17.95
PALvf_33,530,0.369,110,25,94,12.29,75.1,15.42,44.5,6.45,42.6,15.85,36,18.71,62100,502,1332,153.8,652,316.2,458,6.87
PALvf_34,523,0.254,89.5,8.49,86.7,11.33,68.4,14.06,40.6,5.41,33,12.85,12.43,10.3,55200,276,763,100.2,458,198.4,394,5.07
PALvf_35,556,0.52,164.4,30.9,184.5,27.2,177.6,37.8,107.9,15.6,100.1,12.56,11.67,26.7,57100,224,664,106.2,579,266.1,1088,15.77
PALvf_36,558,1.02,271.1,42,295.1,42.8,269.7,55.2,153.1,21.58,135.6,8.526,17.51,9,59200,208.5,724,136.5,811,281.5,1549,20.25
PALvf_37,637,0.438,170.7,25.27,190.8,26.9,174.1,35.6,100.3,13.95,93.6,11.9,9.85,5.19,61100,147,518,92.7,568,280,1051,14.18
PALvf_38,740,5.3,669,96.9,601,80.8,484,90.4,248,33.84,205.3,40.04,42.1,28.34,42690,965,3490,554,2847,422,2485,29.35
PALvf_39,521.2,0.593,219,40.4,208.8,29.71,192.4,42.7,135.8,21.2,156.9,16.71,46.9,26.9,53700,607,1881,243.3,1095,213.9,1313,28.25
PALvf_40,727,0.514,226,35,264,39.4,256,51.7,149,20.13,129.4,13.136,10.07,24.2,63200,112.3,423,86.3,550,287.2,1518,19.35
PALvf_41,542,0.8,546,33,496,67.9,410,81.7,220,28.4,170,25.55,139,138,57500,1140,3470,512,2470,210.5,2280,23.9
PALvf_42,514,1.19,307.5,55,366.3,54.9,358.1,73.5,209.7,29.77,191.9,9.89,28.3,14.55,55600,169.7,620,124.8,850,273.1,2122,29.11
PALvf_43,643,0.93,252,54.1,258,35.4,216.6,42.5,117,15.66,99.9,7.867,15.85,10.47,56100,440,1249,179.4,963,242.4,1253,15.44
PALvf_44,415,0.335,322.6,32.7,286.9,38.8,223.7,44.3,120,15.94,93.6,18.68,10.66,70.8,58300,654,2249,317,1534,275,1221,12.66
PALvf_45,2200,7.88,175,29.77,126.9,16.15,99.1,19.93,59.6,8.51,60.8,27.57,127.5,55.1,47390,1370,3000,307,1104,210.9,579,10.12
PALvf_46,725,0.732,267.1,28.52,241.9,30.94,184.5,35.98,93.6,11.73,65.7,23.99,23.69,107.6,52100,997,2429,297.4,1340,251.1,941,9.61
PALvf_47,532,0.69,295.6,24.56,274.2,35.95,218.2,42.2,112.8,14.61,86.9,10.16,15.82,11.36,57200,426,1566,256,1325,286.5,1168,12.7
PALvf_48,568,1.48,239,59.1,236,31.5,194,39.8,116.2,16.59,113.5,11.45,30.4,28.1,53200,628,1748,230.4,1085,322.5,1147,20.15
PALvf_49,315.8,0.293,750,29.3,795,114.3,690,129.7,325,39,208.8,25.1,10.36,23.9,56200,724,2700,452,2500,170.6,3540,26.5
PALvf_50,1168,4.48,569,18.94,527,68.1,414,79.4,214,27.8,171.5,17.73,36.1,12.29,57300,1719,4530,586,2680,260.9,2270,24.4
PALvf_51,491,1.48,300,51.6,274,35.05,212.7,43.4,126.8,18.07,125,19.38,49.7,66.4,50490,1025,2800,354.8,1564,246.9,1285,21.2
PALvf_52,509,0.55,267,27.3,239.2,33.6,215,43.7,123.1,16.42,102,23.13,26.8,113.6,46800,466,1523,222.6,1110,251.8,1213,14.97
PALvf_53,694,1.05,401,27,515,84.4,552,111.4,320.7,44.7,281.3,9.23,24.2,12.21,55200,281.6,997,174.4,1025,189,3261,37.08
PALvf_54,492,0.34,90.5,18.05,90,10.77,54.6,9.3,22.53,2.26,11.62,20.03,1.03,0.97,40250,153.3,414.8,69,378,460,275.3,1.49
PALvf_55,973,0.015,274,13.33,346,60.8,401,79.3,200.5,25.6,155.1,8.415,0.232,2.71,60300,160.5,646,114.7,689,153.8,2130,19.11
PALvf_56,755,0.75,411,23.5,368,49.3,296,56.7,150.8,18.93,108.8,13.4,14.99,4.51,53500,1301,3420,443,2000,130.7,1565,14.23
PALvf_57,255.5,0.91,75,14.31,61.7,7.1,41.6,8.01,20.72,2.79,16.56,11.09,36.1,15.13,52900,470,978,108.9,465,406.7,217.6,2.45
PALvf_58,335.6,1.27,460,57.8,414.6,53.6,317.4,57.8,145.9,18.11,102.5,17.23,10.43,6.33,51000,866,2722,405.7,2072,470.8,1531,13.81
PALvf_59,928,0.45,186.6,14.79,168.1,20.38,126.3,24.76,70.6,9.48,61.8,12.98,26.8,34,55800,947,2211,251.5,1074,210.5,706,10.08
PALvf_60,584,1.26,249,43,238,32.7,200.4,40.2,114.7,16.5,110.4,17.49,19.4,47.4,50300,405,1456,237,1122,359,1190,16.65
PALvf_61,1006,0.81,271.2,20.05,427,71.5,497,108,327.1,49.3,341,13.34,12.91,5.62,57700,60.6,229.9,50.9,422,228.1,3390,54.4
PALvf_62,528,0.61,199,49.9,210,27.6,171,35,98.7,13.5,87.5,30.76,19.9,37.1,49670,246,759,123,685,276.2,975,15.2
PALvf_63,99,0.128,52.2,8.3,51.4,7.19,50.9,12.7,41.5,7,44.3,8.03,19.9,33.7,55700,190,580,70.9,303,136,396,7.19
PALvf_64,593,1.57,174.5,31.68,158.3,21.43,135.6,28.17,84,12.29,83,32.15,65.8,132.1,45380,402,1221,177,821,282.4,847,13.53
PALvf_65,12860,39.8,76.4,12.61,84.2,11.49,74.6,15.84,45,6.06,39.5,23.18,22.3,16.41,23260,473,791,86.3,373,120.1,439,6.73
PALvf_66,1215,0.95,229.4,10.38,285,48.2,351,78.1,242,35.9,224,16.33,4.89,2.45,58600,81.2,377,79.4,584,182,2430,35.6
PALvf_67,595,0.55,162.3,23.16,128.7,16.32,94.5,17.38,44.9,5.63,33.5,11.23,23.3,22.51,56100,569,1557,204.8,885,364.9,458,4.64
PALvf_68,418,0.51,369,46.6,299,39.8,220,40.4,99,11,53,15.43,41.4,55.6,56000,1440,2920,400,1690,271.5,1070,6.78
PALvf_69,765,0.44,232,13.14,221,29.8,190,39.1,112,16.06,102.2,17.87,23.8,35.5,48390,696,2020,262,1154,134,1163,15.3
PALvf_70,470,0.65,182.5,37.7,199.4,27.07,161.4,31.37,84,11.02,65.7,18.05,15.11,14.9,49900,34.1,207,59.3,485,697,853,9.6
PALvf_71,647,2.95,608,109.2,547,73.3,434,82.3,219.7,30.53,187.9,13.74,50.5,26.4,54800,1775,4750,620,2846,316,2304,29.23
PALvf_72,646,5.2,362,25,311,43.3,262,52,145.7,19.27,118.8,14.281,15.68,70.3,54700,1001,2930,398,1816,225.1,1494,16.53
PALvf_73,585,1.41,319.1,61.5,329.4,45.05,278.2,55.6,150.4,20.01,123.4,10.409,26.34,13,52090,500.6,1537,226.5,1186,311,1513,19.69
PALvf_74,366,0.254,615,31.5,777,121.3,848,182.5,545,79.3,494,45.34,341,20.02,40800,624,2012,344,2078,216.5,5490,69.9
PALvf_75,403,1.72,302,53.4,284,39.1,243,49.6,140,19.7,123,35.5,19.8,8.9,55300,870,2290,306,1420,289,1400,20
PALvf_76,474,2.51,753,97.9,631,82.2,478,86.8,235.3,30,176.3,12.94,75.4,28.5,53800,2200,5970,810,3690,336,2400,24.1
PALvf_77,602,2.68,649,122.7,638,88.3,530,97.8,257,33.65,196.7,16.59,25.98,22.8,51200,663,2478,421.8,2383,417.8,2631,26.52
PALvf_78,1404,0.079,518,18.49,685,115.7,774,146.1,397,55.4,336.8,9.522,8.57,19.97,56300,200,765,154.5,1036,200.8,3890,43.9
PALvf_79,2136,13.32,541,95.7,468,63.1,372,68.9,181,23.86,146.3,23.21,21.9,17.51,40750,932,2860,492,2490,331.9,1844,20.82
PALvf_80,750,3.3,733,82.2,634.8,84,495.5,91.1,239.4,30.63,178.7,17.47,49.3,21.38,46700,1644,4746,676,3345,365,2421,24.47
PALvf_81,362.4,1.02,706,84.5,645,87.4,515,96,241.3,29.3,164,11.498,18.5,8.16,47320,1190,3730,579,3000,371.7,2472,20.98
PALvf_82,1122,0.56,191.4,14.4,378.5,73.2,528,108.1,312.6,44.94,290.6,13.15,5.05,8.5,43070,12.8,58.5,17.6,180.9,210.7,3114,39.85
PALvf_83,573,3.25,945,113.7,873,122.3,730,135.7,361.2,47.6,290.5,20.41,94.2,49.8,53000,1133,4250,692,3740,324,3630,39.48
PALvf_84,705,8.6,321.6,49.3,298.9,39.73,234.7,43.11,110.4,13.48,77.6,24.53,7.1,5.76,42510,539.1,1629,254.8,1342,415.2,1139,10.67
PALvf_85,470.3,1.16,465.5,54.5,453.6,62.9,382.8,70.8,185.7,23.56,139.5,15.12,4.81,6.88,45570,415.6,1688,301.5,1745,410.2,1793,18.94
PALvf_86,354,3.25,543,174.8,469,65.7,400,71.3,204.2,27.39,165.6,34.9,34.1,37.3,53600,1055,3310,471,2410,289,1956,23.1
PALvf_87,622,2.68,766,108.8,722,98.5,594,109.6,286,37.87,224.2,19.08,62.1,26.68,45440,1062,3676,591,3172,358.5,2891,30.04
